id,created_at,title,body,source,timestamp,sector,sub_sector,tags,tickers,transaction_type,holding_before,holding_after,amount_transaction,holder_type,holder_name,price,transaction_value,price_transaction,share_percentage_before,share_percentage_after,share_percentage_transaction,UID,symbol
174,2025-01-22 09:21:10.877548+00,Patrick Rudolf Dannacher buys shares of PT ITSEC Asia Tbk.,"On January 2, 2025, Patrick Rudolf Dannacher, an insider, purchased 620,000 shares of PT ITSEC Asia Tbk, increasing his holding from 11,311,900 to 11,931,900 shares. The transaction, classified as an investment, involved buying shares at various prices ranging from IDR 368 to IDR 380. This significant increase in ownership may indicate Dannacher's confidence in the company's prospects, potentially influencing market sentiment and investor decisions.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202501/fbac9cdac6_b48f9888c5.pdf,2025-01-02 15:48:00,technology,software-it-services,"[""IDX"",""Bullish"",""insider-trading"",""Investment"",""Ownership Changes""]","[""CYBR.JK""]",buy,11311900,11931900,620000,institution,Patrick Rudolf Dannacher,368.307,228350600,"{""prices"": [368, 370, 372, 374, 376, 378, 380, 362, 364, 366], ""amount_transacted"": [68500, 83400, 23000, 5800, 9700, 26900, 64700, 94800, 85400, 157800]}",,,,,CYBR.JK
175,2025-01-22 09:23:21.597879+00,PT Manning Development Sell Transaction of Indonesia Prima Property Tbk.,"On January 3, 2025, PT Manning Development, an insider, sold 121,360,000 shares of Indonesia Prima Property Tbk, reducing its holding from 1,135,400,019 to 1,014,040,019 shares. The transaction, classified as a divestment, was valued at IDR 50,003,200,000. This sale represents a 10.7% decrease in PT Manning Development's stake in Indonesia Prima Property Tbk. The purpose of the transaction was to divest its investment in OMRE shares. This transaction may have implications for the ownership structure and control of Indonesia Prima Property Tbk, potentially affecting the company's future direction and decision-making processes.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202501/a10c3a1780_9b02c0eea2.pdf,2025-01-03 10:12:00,properties-real-estate,properties-real-estate,"[""IDX"",""Bearish"",""insider-trading"",""Divestment"",""Ownership Changes""]","[""OMRE.JK""]",sell,1135400019,1014040019,121360000,institution,PT Manning Development,412.0,50000320000,"{""prices"": [412], ""amount_transacted"": [121360000]}",,,,,OMRE.JK
176,2025-01-22 12:20:20.017441+00,PT Saranakelola Investa Sell Transaction of Meratus Jasa Prima Tbk Shares.,"On January 3, 2025, PT Saranakelola Investa, an insider, sold 4,702,000 shares of Meratus Jasa Prima Tbk, reducing its holding from 466,667,100 to 461,967,100 shares. The transaction, valued at IDR 4,700,000,000, aimed to expand the investor's share ownership basis. The sale was executed in two tranches at prices of IDR 2,470 and IDR 2,250 per share, respectively. This transaction may indicate a shift in the company's ownership structure and could have implications for Meratus Jasa Prima Tbk's future operations and strategy.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202501/e0ac4bfd4b_35480c3bcf.pdf,2025-01-03 17:20:00,infrastructures,transportation-infrastructure,"[""IDX"",""Bearish"",""insider-trading"",""Divestment"",""Ownership Changes""]","[""KARW.JK""]",sell,466667100,461967100,4700000,institution,PT Saranakelola Investa,2434.529,11442284000,"{""prices"": [2470, 2250], ""amount_transacted"": [3942200, 757800]}",,,,,KARW.JK
177,2025-01-22 12:21:51.24335+00,Yunita Sugiarto buys shares of PT Formosa Ingredient Factory Tbk.,"On January 3, 2025, Yunita Sugiarto EW, an insider, purchased 272,000 shares of PT Formosa Ingredient Factory Tbk, increasing their holding from 32,000,000 to 32,272,000 shares. The transaction, classified as an investment, involved five trades at prices ranging from IDR 182 to IDR 186, with a total value of IDR 272,000,000. This buy transaction suggests that Yunita Sugiarto EW has confidence in the company's prospects, potentially indicating a positive outlook for PT Formosa Ingredient Factory Tbk's future performance.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202501/8642409430_5e400f966d.pdf,2025-01-03 16:06:00,consumer-non-cyclicals,food-beverage,"[""IDX"",""Bullish"",""insider-trading"",""Investment"",""Ownership Changes""]","[""BOBA.JK""]",buy,32000000,32272000,272000,insider,Yunita Sugiarto EW,182.934,49758100,"{""prices"": [182, 183, 184, 185, 186, 179, 180, 181], ""amount_transacted"": [29000, 10200, 11600, 60000, 41100, 1000, 1600, 117500]}",,,,,BOBA.JK
178,2025-01-23 01:38:26.207981+00,INDO ALAM RESOURCES PTE LTD Sell Transaction of PT Nusantara Sawit Sejahtera Tbk.,"On January 3, 2025, INDO ALAM RESOURCES PTE LTD sold 365,037,400 shares of PT Nusantara Sawit Sejahtera Tbk, reducing its holding from 1,407,482,761 to 1,042,445,361 shares. This transaction, classified as a ""sell,"" resulted in a decrease in ownership. The purpose of the transaction was to sell shares, with each share priced at 105. This significant transaction may have implications for the company's ownership structure and potentially affect its market dynamics.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202501/c5762276fd_db8694d48a.pdf,2025-01-03 16:24:00,consumer-non-cyclicals,food-beverage,"[""IDX"",""Bearish"",""insider-trading"",""Divestment"",""Ownership Changes""]","[""NSSS.JK""]",sell,1407482761,1042445361,365037400,institution,INDO ALAM RESOURCES PTE LTD,105.0,38328927000,"{""prices"": [105], ""amount_transacted"": [365037400]}",,,,,NSSS.JK
179,2025-01-23 01:39:43.565544+00,PT Saranakelola Investa Sell Transaction of Meratus Jasa Prima Tbk Shares.,"On January 3, 2025, PT Saranakelola Investa, an insider, sold 4684500 shares of Meratus Jasa Prima Tbk, reducing its holding from 471351600 to 466667100 shares. The transaction, valued at approximately IDR 31.4 billion, aimed to expand the investor's ownership basis. The sale was executed in three tranches at prices ranging from IDR 5700 to IDR 6650 per share. This insider trading activity may indicate a shift in the company's ownership structure and could potentially impact the company's future direction or decision-making processes.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202501/d437b09dfc_c1a1d3c3d6.pdf,2025-01-03 16:16:00,infrastructures,transportation-infrastructure,"[""IDX"",""Bearish"",""insider-trading"",""Divestment"",""Ownership Changes""]","[""KARW.JK""]",sell,471351600,466667100,4684500,institution,PT Saranakelola Investa,6497.493,30437507500,"{""prices"": [6650, 6650, 5700, 6675], ""amount_transacted"": [2036400, 878900, 778100, 991100]}",,,,,KARW.JK
180,2025-01-23 01:42:17.314725+00,"Pemberton Asian Opportunities Fund Buys 32,000,000 Shares of PT Sarimelati Kencana Tbk.","On January 6, 2025, Pemberton Asian Opportunities Fund, an investment entity, purchased 32,000,000 shares of PT Sarimelati Kencana Tbk, a publicly traded company, at a price of 113 per share, increasing its holding from 210,000,000 to 242,000,000 shares. This ""buy"" transaction, classified as an investment, represents a 15.24% increase in the fund's stake in the company. The transaction's purpose is to increase the fund's investment in PT Sarimelati Kencana Tbk, potentially indicating confidence in the company's growth prospects. This significant increase in ownership may have implications for the company's future direction and decision-making processes.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202501/27c382d995_931e2200a6.pdf,2025-01-06 12:25:00,consumer-non-cyclicals,food-beverage,"[""IDX"",""Bullish"",""insider-trading"",""Investment"",""Ownership Changes""]","[""PZZA.JK""]",buy,210000000,242000000,32000000,institution,Pemberton Asian Opportunities Fund,113.0,3616000000,"{""prices"": [113], ""amount_transacted"": [32000000]}",,,,,PZZA.JK
181,2025-01-23 01:43:10.313834+00,Leo Andyanto Buy Transaction of Leyand International Tbk.,"Leo Andyanto, an insider, purchased 70,000,000 shares of Leyand International Tbk on January 6, 2025, increasing their holding from 228,328,200 to 298,328,200 shares. The transaction, classified as a ""buy,"" was made for investment purposes, with a total value of IDR 700,000,000. The shares were acquired in two tranches at prices of IDR 16 and IDR 18, totaling 65,000,000 and 5,000,000 shares, respectively. This significant increase in ownership may indicate Andyanto's confidence in the company's future performance, potentially influencing market sentiment and investor decisions.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202501/62ad24461c_c293918ef6.pdf,2025-01-06 15:22:00,infrastructures,utilities,"[""IDX"",""Bullish"",""insider-trading"",""Investment"",""Ownership Changes""]","[""LAPD.JK""]",buy,228328200,298328200,70000000,insider,Leo Andyanto,16.143,1130000000,"{""prices"": [16, 18], ""amount_transacted"": [65000000, 5000000]}",,,,,LAPD.JK
182,2025-01-23 01:44:39.985075+00,Bima Kurniawan Sell Transaction of PT ITSEC Asia Tbk.,"On January 6, 2025, Bima Kurniawan, an insider, sold 550,000 shares of PT ITSEC Asia Tbk, reducing their holding from 30,700,300 to 30,150,300 shares. The transaction, valued at 550,000, was reportedly for investment purposes. This sale represents a 1.79% decrease in Kurniawan's ownership stake in the company. The significance of this transaction lies in the potential insight it provides into the insider's sentiment towards the company's prospects, which may influence investor decisions.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202501/24219a0126_48ded120aa.pdf,2025-01-06 18:27:00,technology,software-it-services,"[""IDX"",""Bearish"",""insider-trading"",""Divestment"",""Ownership Changes""]","[""CYBR.JK""]",sell,30700300,30150300,550000,insider,Bima Kurniawan,364.0,200200000,"{""prices"": [364], ""amount_transacted"": [550000]}",,,,,CYBR.JK
183,2025-01-23 01:45:53.308473+00,"Borneo Logistics Services Pte. Ltd. buys 1,744,000,000 shares of PT Ancara Logistics Indonesia Tbk.","Borneo Logistics Services Pte. Ltd. acquired 1,744,000,000 shares of PT Ancara Logistics Indonesia Tbk on January 6, 2025, for a total amount of IDR 1,744,000,000,000. This ""buy"" transaction increased Borneo Logistics' holding from 0 to 1,744,000,000 shares. The purpose of the transaction was for business development and investment. This significant acquisition may indicate Borneo Logistics' strategic expansion into the Indonesian logistics market, potentially impacting the competitive landscape and Ancara Logistics' operations.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202501/9ffcfaa937_0cc0998a02.pdf,2025-01-06 20:22:00,energy,oil-gas-coal,"[""IDX"",""Bullish"",""insider-trading"",""Investment"",""Ownership Changes""]","[""ALII.JK""]",buy,0,1744000000,1744000000,insider,Borneo Logistics Services Pte. Ltd.,69.0,120336000000,"{""prices"": [69], ""amount_transacted"": [1744000000]}",,,,,ALII.JK
184,2025-01-23 01:47:11.256939+00,PT Borneo Logistik Indonesia Sell Transaction of PT Ancara Logistics Indonesia Tbk Shares to Pay Off Debt.,"On January 6, 2025, PT Borneo Logistik Indonesia sold 1,744,000,000 shares of PT Ancara Logistics Indonesia Tbk, valued at IDR 69 per share, to settle a debt. This transaction resulted in PT Borneo Logistik Indonesia's ownership in PT Ancara Logistics Indonesia Tbk decreasing from 1,744,000,000 shares to 0 shares. The purpose of the transaction was to pay off a debt, as stated on December 27, 2024. This significant transaction may have implications on the ownership structure and financial position of both companies involved.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202501/5a746eca0a_34ca0c49f7.pdf,2025-01-06 20:23:00,energy,oil-gas-coal,"[""IDX"",""Bearish"",""insider-trading"",""Debt Payment"",""Ownership Changes""]","[""ALII.JK""]",sell,1744000000,0,1744000000,institution,PT Borneo Logistik Indonesia,69.0,120336000000,"{""prices"": [69], ""amount_transacted"": [1744000000]}",,,,,ALII.JK
185,2025-01-23 01:48:14.618956+00,"Yos Effendi Susanto Buys 3,005,400 Shares of PT Famon Awal Bros Sedaya Tbk.","Yos Effendi Susanto, an insider, purchased 3,005,400 shares of PT Famon Awal Bros Sedaya Tbk, a publicly traded company, on January 6, 2025, at a price of IDR 720 per share. This ""buy"" transaction increased Susanto's holding to 114,562,000 shares from 111,556,600 shares previously. The purpose of the transaction was a personal investment. This insider trading activity may indicate Susanto's confidence in the company's prospects, potentially influencing market sentiment and investor decisions.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202501/43352634fe_62ade9e3ee.pdf,2025-01-06 21:35:00,healthcare,healthcare-equipment-providers,"[""IDX"",""Bullish"",""insider-trading"",""Investment"",""Ownership Changes""]","[""PRAY.JK""]",buy,111556600,114562000,3005400,insider,Yos Effendi Susanto,720.0,2163888000,"{""prices"": [720], ""amount_transacted"": [3005400]}",,,,,PRAY.JK
199,2025-02-06 06:47:28.068576+00,PT Gesit Perkasa Buy Transaction of Alakasa Industrindo Tbk.,"On January 7, 2025, PT Gesit Perkasa, an insider, bought 73,284,750 shares of Alakasa Industrindo Tbk, increasing its holding from 352,108,805 to 425,393,555 shares. The transaction, valued at IDR 27.3 trillion (approximately USD 1.9 billion), was made for investment purposes. This significant purchase suggests PT Gesit Perkasa's confidence in Alakasa Industrindo's future prospects, potentially indicating a positive outlook for the company's performance. The increased stake may also imply a greater level of control and influence over the company's operations.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202501/89e5e9ba75_b4617f6a17.pdf,2025-01-07 11:24:00,basic-materials,basic-materials,"[""IDX"",""Bullish"",""insider-trading"",""Investment"",""Ownership Changes""]","[""ALKA.JK""]",buy,352108805,425393555,73284750,insider,PT Gesit Perkasa,374.0,27408496500,"{""prices"": [374], ""amount_transacted"": [73284750]}",,,,,ALKA.JK
200,2025-02-06 07:05:23.142825+00,PT Gesit Alumas Sell Transaction of Alakasa Industrindo Tbk Shares.,"On January 7, 2025, PT Gesit Alumas, an insider, sold 81,427,500 shares of Alakasa Industrindo Tbk, resulting in a change in ownership from 81,427,500 shares to 0 shares. The transaction type was a sale, with a total amount of IDR 814,275,000,000 (approximately USD 55,625,000) at a price of IDR 374 per share. The purpose of the transaction was to obtain funds for an unspecified reason. This significant sale by an insider may have implications for the company's ownership structure and potentially affect the stock's performance.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202501/5a3baba2d5_5fef2591d0.pdf,2025-01-07 11:08:00,basic-materials,basic-materials,"[""IDX"",""Bearish"",""insider-trading"",""Divestment"",""Ownership Changes""]","[""ALKA.JK""]",sell,81427500,0,81427500,institution,PT Gesit Alumas,374.0,30453885000,"{""prices"": [374], ""amount_transacted"": [81427500]}",,,,,ALKA.JK
201,2025-02-06 07:06:19.522587+00,PT Hillcon Equity Management Sell Transaction of PT Hillcon Tbk.,"On January 7, 2025, PT Hillcon Equity Management, an insider, sold 37,000,000 shares of PT Hillcon Tbk, reducing its holding from 1,857,729,600 to 1,820,729,600 shares. The transaction, valued at IDR 103.6 billion (approximately USD 7.2 million), was made for investment purposes. This sale represents a 2% decrease in PT Hillcon Equity Management's stake in PT Hillcon Tbk, potentially indicating a shift in its investment strategy or a need for capital reallocation.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202501/4b9aaf05f2_9606fa84bd.pdf,2025-01-07 09:39:00,energy,oil-gas-coal,"[""IDX"",""Bearish"",""insider-trading"",""Divestment"",""Ownership Changes""]","[""HILL.JK""]",sell,1857729600,1820729600,37000000,institution,PT Hillcon Equity Management,2800.0,103600000000,"{""prices"": [2800], ""amount_transacted"": [37000000]}",,,,,HILL.JK
202,2025-02-06 07:08:12.809409+00,PT Yulie Sekuritas Indonesia Tbk Buys Transaction of Metropolitan Land Tbk.,"On January 7, 2025, PT Yulie Sekuritas Indonesia Tbk, an insider, purchased 106,336,500 shares of Metropolitan Land Tbk, increasing its holding from 446,664,561 to 553,001,061 shares. The transaction, valued at IDR 44.6 billion (approximately USD 3.1 million), was classified as an investment. This significant increase in ownership may indicate a vote of confidence in Metropolitan Land Tbk's prospects, potentially influencing the company's stock price and investor sentiment.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202501/ba486f52fb_e2350f5d98.pdf,2025-01-07 12:46:00,properties-real-estate,properties-real-estate,"[""IDX"",""Bullish"",""insider-trading"",""Investment"",""Ownership Changes""]","[""MTLA.JK""]",buy,446664561,553001061,106336500,institution,PT Yulie Sekuritas Indonesia Tbk,420.0,44661330000,"{""prices"": [420], ""amount_transacted"": [106336500]}",,,,,MTLA.JK
204,2025-02-06 07:15:44.546993+00,Bogat Agus Riyono Buy Transaction of PT Saraswanti Indoland Development Tbk.,"On January 8, 2025, Bogat Agus Riyono, an insider, purchased 5,000,000 shares of PT Saraswanti Indoland Development Tbk, increasing their holding from 855,084,746 to 860,047,446 shares. The transaction, valued at IDR 4,962,700,000, was made for investment purposes. The purchase was executed in two tranches at prices of IDR 70 and IDR 69, respectively. This transaction suggests that Riyono has confidence in the company's prospects, potentially indicating a positive outlook for PT Saraswanti Indoland Development Tbk's future performance.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202501/aa68dd758a_6c131762d9.pdf,2025-01-08 10:48:00,properties-real-estate,properties-real-estate,"[""IDX"",""Bullish"",""insider-trading"",""Investment"",""Ownership Changes""]","[""SWID.JK""]",buy,855084746,860047446,4962700,insider,Bogat Agus Riyono,69.908,378389000,"{""prices"": [70, 69], ""amount_transacted"": [4912700, 500000]}",,,,,SWID.JK
205,2025-02-06 07:18:20.33382+00,Morgan Stanley & Co. International Plc Sell Transaction of PT MD Entertainment Tbk.,"On January 8, 2025, Morgan Stanley & Co. International Plc sold 62,887,400 shares of PT MD Entertainment Tbk, reducing its holding from 1,391,075,400 to 1,328,188,000 shares. The transaction, classified as an investment, involved two trades at prices of 1196 and 3645, with a total value of approximately IDR 62.9 billion. This sale represents a 4.5% decrease in Morgan Stanley's stake in PT MD Entertainment Tbk, potentially indicating a shift in the investment firm's portfolio strategy or a response to market conditions.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202501/2e16db90c7_7aa5f2fadc.pdf,2025-01-08 12:30:00,consumer-cyclicals,media-entertainment,"[""IDX"",""Bullish"",""insider-trading"",""Investment"",""Ownership Changes""]","[""FILM.JK""]",sell,1391075400,1328188000,62887400,institution,Morgan Stanley & Co. International Plc,1197.14,75355171700,"{""prices"": [1196, 3645], ""amount_transacted"": [62916700, 29300]}",,,,,FILM.JK
206,2025-02-06 07:22:43.395904+00,Noel Aelyo Laras Kusuma Negara Sell Transaction of PT Dharma Polimetal Tbk Shares.,"On January 8, 2025, Noel Aelyo Laras Kusuma Negara, an insider, sold 360,000 shares of PT Dharma Polimetal Tbk, reducing their holding from 70,095,800 to 69,735,800 shares. The transaction type was a divestment, with a total value of IDR 360,000,000 (approximately USD 24,000) at a price of IDR 904 per share. This transaction may indicate a shift in the insider's investment strategy or a need for liquidity, potentially influencing the company's ownership structure and market dynamics.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202501/8750a25eb0_4e86b99f39.pdf,2025-01-08 16:04:00,consumer-cyclicals,automobiles-components,"[""IDX"",""Bullish"",""insider-trading"",""Investment"",""Ownership Changes""]","[""DRMA.JK""]",sell,70095800,69735800,360000,insider,Noel Aelyo Laras Kusuma Negara,904.0,325440000,"{""prices"": [904], ""amount_transacted"": [360000]}",,,,,DRMA.JK
207,2025-02-06 07:26:37.737947+00,"SBI Holdings, Inc. Sell Transaction of PT Venteny Fortuna International Tbk.","SBI Holdings, Inc. sold 3237100 shares of PT Venteny Fortuna International Tbk, reducing its holding from 689492960 to 686255860 shares, with a total transaction value of approximately IDR 6.47 trillion (USD 43.8 million). The transaction, classified as a ""sell"" with a ""pure investment"" purpose, occurred on January 8, 2025, and involved five trades at prices ranging from IDR 200 to IDR 207. This transaction may indicate a strategic adjustment in SBI Holdings' investment portfolio, potentially impacting the market dynamics of PT Venteny Fortuna International Tbk.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202501/5fc2c182fa_14113dc6ae.pdf,2025-01-08 17:02:00,financials,financing-service,"[""IDX"",""Bearish"",""insider-trading"",""Divestment"",""Ownership Changes""]","[""VTNY.JK""]",sell,689492960,686255860,3237100,institution,"SBI Holdings, Inc. & Fintech Business Innovation",203.062,657332700,"{""prices"": [207, 201, 202, 200, 200, 204, 200], ""amount_transacted"": [516100, 800000, 50000, 100000, 150000, 1350000, 271000]}",,,,,VTNY.JK
208,2025-02-06 07:27:54.026846+00,"Patrick Rudolf Dannacher Buys 1,200,000 Shares of PT ITSEC Asia Tbk.","On January 8, 2025, Patrick Rudolf Dannacher, an insider, purchased 1,200,000 shares of PT ITSEC Asia Tbk, increasing his holding from 12,204,900 to 13,404,900 shares. The transaction type was a ""buy"" with a purpose of investment, and the shares were acquired at a price of IDR 396. This transaction suggests that Dannacher has confidence in the company's prospects, potentially indicating a positive outlook for PT ITSEC Asia Tbk's future performance.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202501/66c3818f59_e6c5da874b.pdf,2025-01-08 17:57:00,technology,software-it-services,"[""IDX"",""Bullish"",""insider-trading"",""Investment"",""Ownership Changes""]","[""CYBR.JK""]",buy,12204900,13404900,1200000,insider,Patrick Rudolf Dannacher,396.0,475200000,"{""prices"": [396], ""amount_transacted"": [1200000]}",,,,,CYBR.JK
209,2025-02-06 07:31:24.105716+00,Yulisar Khiat Buy Transaction of PT Medikaloka Hermina Tbk.,"On January 8, 2025, Yulisar Khiat, an insider, purchased 600,000 shares of PT Medikaloka Hermina Tbk, a publicly traded company, at a price of IDR 1,580 per share, increasing their holding to 1,961,492,920 shares. This ""buy"" transaction, classified as an investment, resulted in a change in ownership, with Khiat's stake increasing by 0.03%. The purpose of the transaction was for investment, and the significance of this transaction lies in the potential impact on the company's ownership structure and potential insider trading implications.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202501/6ce6c1aa6f_46e6334a5a.pdf,2025-01-08 23:44:00,healthcare,healthcare-equipment-providers,"[""IDX"",""Bullish"",""insider-trading"",""Investment"",""Ownership Changes""]","[""HEAL.JK""]",buy,1960892920,1961492920,600000,insider,Yulisar Khiat,1580.0,948000000,"{""prices"": [1580], ""amount_transacted"": [600000]}",,,,,HEAL.JK
210,2025-02-06 07:32:41.525934+00,Amir Sunarko Sell Transaction of PT SLJ Global Tbk.,"On January 9, 2025, Amir Sunarko, an insider, sold 34,883,721 shares of PT SLJ Global Tbk, reducing their holding from 332,448,393 to 297,564,672 shares. The transaction, valued at approximately IDR 2.43 trillion, was executed in two tranches at prices of IDR 81 and IDR 79 per share. The purpose of the sale was not disclosed, but it may be related to personal financial planning or diversification. This transaction may have implications for the company's ownership structure and potentially influence the stock's market performance.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202501/e671ae3017_3c73a2294e.pdf,2025-01-09 13:28:00,basic-materials,basic-materials,"[""IDX"",""Bearish"",""insider-trading"",""Divestment"",""Ownership Changes""]","[""SULI.JK""]",sell,332448393,297564672,34883721,insider,Amir Sunarko,80.396,2804528159,"{""prices"": [81, 79], ""amount_transacted"": [24357100, 10526621]}",,,,,SULI.JK
211,2025-02-06 07:33:51.785445+00,PT HARIMAS TUNGGAL PERKASA Buy Transaction of PT Impack Pratama Industri Tbk.,"PT Harimas Tunggal Perkasa, an insider, purchased 468,750,000 shares of PT Impack Pratama Industri Tbk, increasing its holding from 23,947,614,500 to 24,416,364,500 shares. The transaction, valued at IDR 149,600,000,000 (approximately USD 10,300,000), was made on January 9, 2025, for investment purposes. This buy transaction suggests that PT Harimas Tunggal Perkasa has confidence in PT Impack Pratama Industri Tbk's future performance, potentially indicating a positive outlook for the company's stock.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202501/9350211f2b_142065fb58.pdf,2025-01-09 16:15:00,industrials,industrial-goods,"[""IDX"",""Bullish"",""insider-trading"",""Investment"",""Ownership Changes""]","[""IMPC.JK""]",buy,23947614500,24416364500,468750000,institution,PT HARIMAS TUNGGAL PERKASA,320.0,150000000000,"{""prices"": [320], ""amount_transacted"": [468750000]}",,,,,IMPC.JK
212,2025-02-06 07:34:48.938944+00,PT Elang Mahkota Teknologi Tbk Insider Buy Transaction of PT Elang Mahkota Teknologi Tbk.,"On January 9, 2025, an insider trading transaction occurred in PT Elang Mahkota Teknologi Tbk, where an undisclosed holder purchased 36,225,500 shares for investment purposes. The transaction type was a ""buy"" with a total amount of 121,636,300, increasing the holder's stake from 45,793,856,640 to 45,915,471,940 shares. The transaction was executed in two tranches at a price of 165 per share, with 8,541,080 shares transacted in the first tranche and 36,225,500 shares in the second. This transaction suggests that the insider has confidence in the company's prospects, potentially indicating a positive outlook for PT Elang Mahkota Teknologi Tbk.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202501/ff57ef2aa9_38b88ebf3b.pdf,2025-01-09 16:21:00,technology,software-it-services,"[""IDX"",""Bullish"",""insider-trading"",""Investment"",""Ownership Changes""]","[""EMTK.JK""]",buy,45793835640,45915471940,121636300,insider,PT Elang Mahkota Teknologi Tbk,165.0,20069989500,"{""prices"": [165, 165], ""amount_transacted"": [85410800, 36225500]}",,,,,SCMA.JK
213,2025-02-06 07:38:52.80732+00,"Satrijanto Tirtawisata Buys 10,000,000 Shares of Panorama Sentrawisata Tbk.","On January 10, 2025, Satrijanto Tirtawisata, an insider, purchased 10,000,000 shares of Panorama Sentrawisata Tbk at a price of IDR 750, increasing their holding from 108,416,300 to 120,116,300 shares. This ""buy"" transaction, classified as an investment, resulted in a change in ownership, with Satrijanto Tirtawisata increasing their stake in the company. The transaction amount was IDR 11,700,000,000. This insider trading activity may indicate confidence in the company's prospects, potentially influencing market sentiment and investor decisions.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202501/0dd72640be_fddf03867c.pdf,2025-01-10 07:01:00,consumer-cyclicals,consumer-services,"[""IDX"",""Bullish"",""insider-trading"",""Investment"",""Ownership Changes""]","[""PANR.JK""]",buy,108416300,120116300,11700000,insider,Satrijanto Tirtawisata,735.128,8601000000,"{""prices"": [750, 615, 650, 695], ""amount_transacted"": [10000000, 500000, 900000, 300000]}",,,,,PANR.JK
214,2025-02-06 07:41:09.711219+00,PT. Arthakencana Rayatama Buys Transaction of PT AKR Corporindo Tbk.,"On January 10, 2025, PT. Arthakencana Rayatama, an insider, purchased 282,500 shares of PT AKR Corporindo Tbk, increasing their holding from 12,768,961,300 to 12,770,472,000 shares. The transaction type was a ""buy"" with a total amount of 1,510,700. The purpose of the transaction was for investment. This insider trading activity may indicate confidence in the company's prospects, potentially influencing market sentiment and stock price.",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202501/46d7fba9e1_da0b2f1cee.pdf,2025-01-10 17:08:00,energy,oil-gas-coal,"[""IDX"",""Bullish"",""insider-trading"",""Investment"",""Ownership Changes""]","[""AKRA.JK""]",buy,12768961300,12770472000,1510700,institution,PT Arthakencana Rayatama,1065.123,1609081200,"{""prices"": [1041, 1170], ""amount_transacted"": [1228200, 282500]}",,,,,AKRA.JK
