id,old_holder_type,new_holder_type,old_sector,new_sector,old_sub_sector,new_sub_sector,changed,action
343,"""insider""","""insider""","""infrastructures""","""infrastructures""","""utilities""","""utilities""",False,skip
344,"""institution""","""institution""","""financials""","""financials""","""insurance""","""insurance""",False,skip
345,"""insider""","""insider""","""consumer-non-cyclicals""","""consumer-non-cyclicals""","""food-beverage""","""food-beverage""",False,skip
346,"""insider""","""insider""","""consumer-non-cyclicals""","""consumer-non-cyclicals""","""food-beverage""","""food-beverage""",False,skip
347,"""insider""","""insider""","""consumer-non-cyclicals""","""consumer-non-cyclicals""","""food-beverage""","""food-beverage""",False,skip
348,"""insider""","""insider""","""consumer-non-cyclicals""","""consumer-non-cyclicals""","""food-beverage""","""food-beverage""",False,skip
349,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
350,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
351,"""insider""","""insider""","""financials""","""financials""","""banks""","""banks""",False,skip
352,"""insider""","""insider""","""consumer-cyclicals""","""consumer-cyclicals""","""media-entertainment""","""media-entertainment""",False,skip
353,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
354,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
355,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
356,"""insider""","""insider""","""consumer-non-cyclicals""","""consumer-non-cyclicals""","""food-beverage""","""food-beverage""",False,skip
357,"""insider""","""insider""","""consumer-cyclicals""","""consumer-cyclicals""","""consumer-services""","""consumer-services""",False,skip
358,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
359,"""insider""","""insider""","""consumer-cyclicals""","""consumer-cyclicals""","""automobiles-components""","""automobiles-components""",False,skip
360,"""insider""","""insider""","""consumer-cyclicals""","""consumer-cyclicals""","""automobiles-components""","""automobiles-components""",False,skip
361,"""insider""","""insider""","""healthcare""","""healthcare""","""healthcare-equipment-providers""","""healthcare-equipment-providers""",False,skip
362,"""insider""","""insider""","""healthcare""","""healthcare""","""healthcare-equipment-providers""","""healthcare-equipment-providers""",False,skip
363,"""insider""","""insider""","""technology""","""technology""","""technology-hardware-equipment""","""technology-hardware-equipment""",False,skip
364,"""institution""","""institution""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
365,"""institution""","""institution""","""industrials""","""industrials""","""multi-sector-holdings""","""multi-sector-holdings""",False,skip
366,"""institution""","""institution""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
367,"""institution""","""institution""","""consumer-cyclicals""","""consumer-cyclicals""","""consumer-services""","""consumer-services""",False,skip
368,"""insider""","""insider""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
369,"""institution""","""institution""","""financials""","""financials""","""insurance""","""insurance""",False,skip
370,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
371,"""institution""","""institution""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
372,"""insider""","""insider""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""",False,skip
373,"""insider""","""insider""","""infrastructures""","""infrastructures""","""utilities""","""utilities""",False,skip
374,"""institution""","""institution""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""",False,skip
375,"""insider""","""insider""","""consumer-non-cyclicals""","""consumer-non-cyclicals""","""food-beverage""","""food-beverage""",False,skip
376,"""institution""","""institution""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""",False,skip
377,"""institution""","""institution""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
378,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
379,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
380,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
381,"""insider""","""insider""","""healthcare""","""healthcare""","""healthcare-equipment-providers""","""healthcare-equipment-providers""",False,skip
382,"""institution""","""institution""","""financials""","""financials""","""holding-investment-companies""","""holding-investment-companies""",False,skip
521,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
522,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
530,"""insider""","""insider""","""Transportation & Logistic""","""transportation-logistic""","""Logistics & Deliveries""","""logistics-deliveries""",True,dry-run
533,"""institution""","""institution""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
534,"""insider""","""insider""","""Transportation & Logistic""","""transportation-logistic""","""Logistics & Deliveries""","""logistics-deliveries""",True,dry-run
536,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
537,"""insider""","""insider""","""Basic Materials""","""basic-materials""","""basic-materials""","""basic-materials""",True,dry-run
538,"""institution""","""institution""","""Transportation & Logistic""","""transportation-logistic""","""Logistics & Deliveries""","""logistics-deliveries""",True,dry-run
539,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
540,"""institution""","""institution""","""Technology""","""technology""","""software-it-services""","""software-it-services""",True,dry-run
541,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
542,"""insider""","""insider""","""Technology""","""technology""","""software-it-services""","""software-it-services""",True,dry-run
544,"""insider""","""insider""","""Financials""","""financials""","""Holding & Investment Companies""","""holding-investment-companies""",True,dry-run
545,"""institution""","""institution""","""Properties & Real Estate""","""properties-real-estate""","""Properties & Real Estate""","""properties-real-estate""",True,dry-run
546,"""insider""","""insider""","""Financials""","""financials""","""Holding & Investment Companies""","""holding-investment-companies""",True,dry-run
547,"""insider""","""insider""","""Financials""","""financials""","""Financing Service""","""financing-service""",True,dry-run
548,"""insider""","""insider""","""Infrastructures""","""infrastructures""","""Heavy Constructions & Civil Engineering""","""heavy-constructions-civil-engineering""",True,dry-run
549,"""insider""","""insider""","""Financials""","""financials""","""Holding & Investment Companies""","""holding-investment-companies""",True,dry-run
550,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
552,"""insider""","""insider""","""Infrastructures""","""infrastructures""","""Heavy Constructions & Civil Engineering""","""heavy-constructions-civil-engineering""",True,dry-run
553,"""institution""","""institution""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
557,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
558,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
559,"""insider""","""insider""","""Consumer Cyclicals""","""consumer-cyclicals""","""Automobiles & Components""","""automobiles-components""",True,dry-run
560,"""institution""","""institution""","""Transportation & Logistic""","""transportation-logistic""","""Transportation""","""transportation""",True,dry-run
561,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
562,"""insider""","""insider""","""Industrials""","""industrials""","""Industrial Goods""","""industrial-goods""",True,dry-run
563,"""insider""","""insider""","""Technology""","""technology""","""software-it-services""","""software-it-services""",True,dry-run
564,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
565,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
568,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
569,"""insider""","""insider""","""Properties & Real Estate""","""properties-real-estate""","""Properties & Real Estate""","""properties-real-estate""",True,dry-run
570,"""insider""","""insider""","""Infrastructures""","""infrastructures""","""Heavy Constructions & Civil Engineering""","""heavy-constructions-civil-engineering""",True,dry-run
571,"""insider""","""insider""","""Healthcare""","""healthcare""","""Healthcare Equipment & Providers""","""healthcare-equipment-providers""",True,dry-run
572,"""insider""","""insider""","""Healthcare""","""healthcare""","""Healthcare Equipment & Providers""","""healthcare-equipment-providers""",True,dry-run
573,"""insider""","""insider""","""Technology""","""technology""","""software-it-services""","""software-it-services""",True,dry-run
575,"""institution""","""institution""","""Industrials""","""industrials""","""Industrial Goods""","""industrial-goods""",True,dry-run
576,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
577,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
578,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
579,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
580,"""institution""","""institution""","""Consumer Cyclicals""","""consumer-cyclicals""","""Consumer Services""","""consumer-services""",True,dry-run
581,"""institution""","""institution""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
582,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
583,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
584,"""institution""","""institution""","""Industrials""","""industrials""","""Industrial Goods""","""industrial-goods""",True,dry-run
585,"""insider""","""insider""","""Infrastructures""","""infrastructures""","""Heavy Constructions & Civil Engineering""","""heavy-constructions-civil-engineering""",True,dry-run
586,"""institution""","""institution""","""Industrials""","""industrials""","""Industrial Goods""","""industrial-goods""",True,dry-run
587,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
588,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
589,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
590,"""insider""","""insider""","""Financials""","""financials""","""Banks""","""banks""",True,dry-run
591,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
592,"""insider""","""insider""","""Consumer Non-Cyclicals""","""consumer-non-cyclicals""","""Food & Beverage""","""food-beverage""",True,dry-run
593,"""insider""","""insider""","""Financials""","""financials""","""Banks""","""banks""",True,dry-run
594,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
595,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
596,"""institution""","""institution""","""Properties & Real Estate""","""properties-real-estate""","""Properties & Real Estate""","""properties-real-estate""",True,dry-run
597,"""insider""","""insider""","""Technology""","""technology""","""software-it-services""","""software-it-services""",True,dry-run
598,"""insider""","""insider""","""Technology""","""technology""","""Technology Hardware & Equipment""","""technology-hardware-equipment""",True,dry-run
599,"""insider""","""insider""","""Industrials""","""industrials""","""Industrial Goods""","""industrial-goods""",True,dry-run
600,"""institution""","""institution""","""Infrastructures""","""infrastructures""","""telecommunication""","""telecommunication""",True,dry-run
601,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
602,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
603,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
604,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
605,"""insider""","""insider""","""Consumer Non-Cyclicals""","""consumer-non-cyclicals""","""Food & Beverage""","""food-beverage""",True,dry-run
606,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
607,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
608,"""institution""","""institution""","""Consumer Cyclicals""","""consumer-cyclicals""","""Consumer Services""","""consumer-services""",True,dry-run
609,"""institution""","""institution""","""Financials""","""financials""","""Insurance""","""insurance""",True,dry-run
610,"""institution""","""institution""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
611,"""institution""","""institution""","""Financials""","""financials""","""Banks""","""banks""",True,dry-run
612,"""institution""","""institution""","""Consumer Cyclicals""","""consumer-cyclicals""","""Media & Entertainment""","""media-entertainment""",True,dry-run
613,"""institution""","""institution""","""Infrastructures""","""infrastructures""","""telecommunication""","""telecommunication""",True,dry-run
614,"""insider""","""insider""","""Infrastructures""","""infrastructures""","""Utilities""","""utilities""",True,dry-run
615,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
616,"""insider""","""insider""","""Technology""","""technology""","""software-it-services""","""software-it-services""",True,dry-run
617,"""institution""","""institution""","""Consumer Non-Cyclicals""","""consumer-non-cyclicals""","""Food & Beverage""","""food-beverage""",True,dry-run
618,"""insider""","""insider""","""Consumer Non-Cyclicals""","""consumer-non-cyclicals""","""Food & Beverage""","""food-beverage""",True,dry-run
619,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
620,"""insider""","""insider""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
621,"""insider""","""insider""","""Technology""","""technology""","""software-it-services""","""software-it-services""",True,dry-run
622,"""insider""","""insider""","""Infrastructures""","""infrastructures""","""Utilities""","""utilities""",True,dry-run
623,"""insider""","""insider""","""Technology""","""technology""","""software-it-services""","""software-it-services""",True,dry-run
624,"""insider""","""insider""","""Infrastructures""","""infrastructures""","""Utilities""","""utilities""",True,dry-run
625,"""insider""","""insider""","""Infrastructures""","""infrastructures""","""Utilities""","""utilities""",True,dry-run
626,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
627,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
628,"""institution""","""institution""","""Consumer Cyclicals""","""consumer-cyclicals""","""Consumer Services""","""consumer-services""",True,dry-run
629,"""insider""","""insider""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
630,"""insider""","""insider""","""Infrastructures""","""infrastructures""","""Utilities""","""utilities""",True,dry-run
631,"""insider""","""insider""","""Infrastructures""","""infrastructures""","""Heavy Constructions & Civil Engineering""","""heavy-constructions-civil-engineering""",True,dry-run
632,"""institution""","""institution""","""Infrastructures""","""infrastructures""","""Heavy Constructions & Civil Engineering""","""heavy-constructions-civil-engineering""",True,dry-run
633,"""insider""","""insider""","""Technology""","""technology""","""software-it-services""","""software-it-services""",True,dry-run
634,"""institution""","""institution""","""Transportation & Logistic""","""transportation-logistic""","""Transportation""","""transportation""",True,dry-run
635,"""institution""","""institution""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
636,"""institution""","""institution""","""Financials""","""financials""","""Insurance""","""insurance""",True,dry-run
637,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
638,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
639,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
640,"""insider""","""insider""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
641,"""insider""","""insider""","""Properties & Real Estate""","""properties-real-estate""","""Properties & Real Estate""","""properties-real-estate""",True,dry-run
642,"""institution""","""institution""","""Consumer Non-Cyclicals""","""consumer-non-cyclicals""","""Food & Beverage""","""food-beverage""",True,dry-run
643,"""institution""","""institution""","""Properties & Real Estate""","""properties-real-estate""","""Properties & Real Estate""","""properties-real-estate""",True,dry-run
644,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
645,"""institution""","""institution""","""Consumer Non-Cyclicals""","""consumer-non-cyclicals""","""Food & Beverage""","""food-beverage""",True,dry-run
646,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
647,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
648,"""insider""","""insider""","""Consumer Cyclicals""","""consumer-cyclicals""","""Retailing""","""retailing""",True,dry-run
649,"""insider""","""insider""","""Consumer Cyclicals""","""consumer-cyclicals""","""Retailing""","""retailing""",True,dry-run
650,"""institution""","""institution""","""Technology""","""technology""","""software-it-services""","""software-it-services""",True,dry-run
651,"""insider""","""insider""","""Consumer Cyclicals""","""consumer-cyclicals""","""Retailing""","""retailing""",True,dry-run
652,"""institution""","""institution""","""Infrastructures""","""infrastructures""","""Utilities""","""utilities""",True,dry-run
653,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
654,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
655,"""insider""","""insider""","""Infrastructures""","""infrastructures""","""Utilities""","""utilities""",True,dry-run
656,"""insider""","""insider""","""Infrastructures""","""infrastructures""","""Heavy Constructions & Civil Engineering""","""heavy-constructions-civil-engineering""",True,dry-run
657,"""institution""","""institution""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
658,"""insider""","""insider""","""Infrastructures""","""infrastructures""","""telecommunication""","""telecommunication""",True,dry-run
659,"""institution""","""institution""","""Consumer Non-Cyclicals""","""consumer-non-cyclicals""","""Food & Beverage""","""food-beverage""",True,dry-run
660,"""insider""","""insider""","""Infrastructures""","""infrastructures""","""Utilities""","""utilities""",True,dry-run
661,"""insider""","""insider""","""Infrastructures""","""infrastructures""","""Utilities""","""utilities""",True,dry-run
662,"""insider""","""insider""","""Financials""","""financials""","""Banks""","""banks""",True,dry-run
663,"""institution""","""institution""","""Consumer Cyclicals""","""consumer-cyclicals""","""Consumer Services""","""consumer-services""",True,dry-run
664,"""institution""","""institution""","""Consumer Cyclicals""","""consumer-cyclicals""","""Consumer Services""","""consumer-services""",True,dry-run
665,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
667,"""institution""","""institution""","""Industrials""","""industrials""","""Industrial Goods""","""industrial-goods""",True,dry-run
668,"""insider""","""insider""","""Infrastructures""","""infrastructures""","""Utilities""","""utilities""",True,dry-run
669,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
670,"""institution""","""institution""","""Industrials""","""industrials""","""Industrial Goods""","""industrial-goods""",True,dry-run
671,"""insider""","""insider""","""Infrastructures""","""infrastructures""","""Heavy Constructions & Civil Engineering""","""heavy-constructions-civil-engineering""",True,dry-run
672,"""institution""","""institution""","""Transportation & Logistic""","""transportation-logistic""","""Logistics & Deliveries""","""logistics-deliveries""",True,dry-run
673,"""insider""","""insider""","""Technology""","""technology""","""software-it-services""","""software-it-services""",True,dry-run
674,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
675,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
677,"""institution""","""institution""","""Transportation & Logistic""","""transportation-logistic""","""Transportation""","""transportation""",True,dry-run
678,"""insider""","""insider""","""Infrastructures""","""infrastructures""","""Heavy Constructions & Civil Engineering""","""heavy-constructions-civil-engineering""",True,dry-run
679,"""institution""","""institution""","""Technology""","""technology""","""software-it-services""","""software-it-services""",True,dry-run
680,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
681,"""insider""","""insider""","""Technology""","""technology""","""software-it-services""","""software-it-services""",True,dry-run
682,"""institution""","""institution""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
683,"""institution""","""institution""","""Properties & Real Estate""","""properties-real-estate""","""Properties & Real Estate""","""properties-real-estate""",True,dry-run
684,"""institution""","""institution""","""Consumer Cyclicals""","""consumer-cyclicals""","""Retailing""","""retailing""",True,dry-run
685,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
686,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
687,"""institution""","""institution""","""Financials""","""financials""","""Holding & Investment Companies""","""holding-investment-companies""",True,dry-run
688,"""institution""","""institution""","""Financials""","""financials""","""Banks""","""banks""",True,dry-run
689,"""institution""","""institution""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
690,"""insider""","""insider""","""Properties & Real Estate""","""properties-real-estate""","""Properties & Real Estate""","""properties-real-estate""",True,dry-run
691,"""insider""","""insider""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
692,"""insider""","""insider""","""Infrastructures""","""infrastructures""","""Heavy Constructions & Civil Engineering""","""heavy-constructions-civil-engineering""",True,dry-run
693,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
694,"""insider""","""insider""","""Infrastructures""","""infrastructures""","""Heavy Constructions & Civil Engineering""","""heavy-constructions-civil-engineering""",True,dry-run
695,"""insider""","""insider""","""Consumer Non-Cyclicals""","""consumer-non-cyclicals""","""Food & Staples Retailing""","""food-staples-retailing""",True,dry-run
696,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
697,"""insider""","""insider""","""Financials""","""financials""","""Banks""","""banks""",True,dry-run
698,"""insider""","""insider""","""Financials""","""financials""","""Banks""","""banks""",True,dry-run
699,"""insider""","""insider""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
700,"""insider""","""insider""","""Financials""","""financials""","""Banks""","""banks""",True,dry-run
701,"""insider""","""insider""","""Consumer Non-Cyclicals""","""consumer-non-cyclicals""","""Food & Beverage""","""food-beverage""",True,dry-run
702,"""insider""","""insider""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
703,"""insider""","""insider""","""Financials""","""financials""","""Banks""","""banks""",True,dry-run
704,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
705,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
716,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
717,"""institution""","""institution""","""Industrials""","""industrials""","""Industrial Goods""","""industrial-goods""",True,dry-run
718,"""insider""","""insider""","""Infrastructures""","""infrastructures""","""Heavy Constructions & Civil Engineering""","""heavy-constructions-civil-engineering""",True,dry-run
719,"""insider""","""insider""","""Infrastructures""","""infrastructures""","""Heavy Constructions & Civil Engineering""","""heavy-constructions-civil-engineering""",True,dry-run
720,"""institution""","""institution""","""Financials""","""financials""","""Banks""","""banks""",True,dry-run
721,"""institution""","""institution""","""Technology""","""technology""","""software-it-services""","""software-it-services""",True,dry-run
722,"""institution""","""institution""","""Technology""","""technology""","""software-it-services""","""software-it-services""",True,dry-run
723,"""institution""","""institution""","""Financials""","""financials""","""Banks""","""banks""",True,dry-run
724,"""insider""","""insider""","""Infrastructures""","""infrastructures""","""telecommunication""","""telecommunication""",True,dry-run
725,"""insider""","""insider""","""Infrastructures""","""infrastructures""","""Heavy Constructions & Civil Engineering""","""heavy-constructions-civil-engineering""",True,dry-run
726,"""insider""","""insider""","""Infrastructures""","""infrastructures""","""Heavy Constructions & Civil Engineering""","""heavy-constructions-civil-engineering""",True,dry-run
727,"""insider""","""insider""","""Infrastructures""","""infrastructures""","""telecommunication""","""telecommunication""",True,dry-run
728,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
729,"""insider""","""insider""","""Infrastructures""","""infrastructures""","""Heavy Constructions & Civil Engineering""","""heavy-constructions-civil-engineering""",True,dry-run
730,"""insider""","""insider""","""Infrastructures""","""infrastructures""","""telecommunication""","""telecommunication""",True,dry-run
731,"""insider""","""insider""","""Consumer Cyclicals""","""consumer-cyclicals""","""Automobiles & Components""","""automobiles-components""",True,dry-run
732,"""institution""","""institution""","""Technology""","""technology""","""Software & IT Services""","""software-it-services""",True,dry-run
733,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
734,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
735,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
736,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
737,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
738,"""insider""","""insider""","""Consumer Non-Cyclicals""","""consumer-non-cyclicals""","""Food & Beverage""","""food-beverage""",True,dry-run
739,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
740,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
742,"""insider""","""insider""","""financials""","""financials""","""insurance""","""insurance""",False,skip
745,"""institution""","""institution""","""industrials""","""industrials""","""industrial-goods""","""industrial-goods""",False,skip
747,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
748,"""institution""","""institution""","""Energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",True,dry-run
749,"""insider""","""insider""","""Technology""","""technology""","""software-it-services""","""software-it-services""",True,dry-run
750,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
756,"""insider""","""insider""","""infrastructures""","""infrastructures""","""utilities""","""utilities""",False,skip
757,"""institution""","""institution""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
758,"""institution""","""institution""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
759,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
760,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
761,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
762,"""insider""","""insider""","""consumer-cyclicals""","""consumer-cyclicals""","""consumer-services""","""consumer-services""",False,skip
763,"""insider""","""insider""","""consumer-cyclicals""","""consumer-cyclicals""","""consumer-services""","""consumer-services""",False,skip
765,"""institution""","""institution""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
766,"""insider""","""insider""","""infrastructures""","""infrastructures""","""heavy-constructions-civil-engineering""","""heavy-constructions-civil-engineering""",False,skip
767,"""insider""","""insider""","""consumer-cyclicals""","""consumer-cyclicals""","""media-entertainment""","""media-entertainment""",False,skip
768,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
769,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
773,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
775,"""insider""","""insider""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
776,"""institution""","""institution""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
777,"""institution""","""institution""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
778,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
779,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
781,"""insider""","""insider""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
782,"""institution""","""institution""","""industrials""","""industrials""","""multi-sector-holdings""","""multi-sector-holdings""",False,skip
